osm_id,voltage_kv,voltage_tier,cables,circuits,operator,name,num_nodes,length_km
10686344,115.0,115-229 kV,,,,,169,29.33
10689425,230.0,230-344 kV,3,,,East Towanda - Canyon,102,19.74
10705097,115.0,115-229 kV,3,1,Pennsylvania Electric Company,Gold to Hector,39,8.07
10718939,115.0,115-229 kV,,,,,52,10.54
11151284,115.0,115-229 kV,3,,Mid-Atlantic Interstate Transmission,Erie South - Piney,29,21.3
11645005,115.0,115-229 kV,,,,,58,10.55
11645304,115.0,115-229 kV,,,,Piney-Seward,19,10.95
11646124,115.0,115-229 kV,3,1,Penelec,Shelocta to Blairsville East,98,23.59
11651315,115.0,115-229 kV,6,2,,Piney-Seward,85,33.57
11651522,115.0,115-229 kV,,,,Piney-Seward,23,18.97
11726002,115.0,115-229 kV,,,,Golory Power Line,23,10.48
11814111,115.0,115-229 kV,3,1,Pennsylvania Electric Company,South Troy to East Towanda,173,31.62
11829545,115.0,115-229 kV,,,,,47,12.24
11832594,115.0,115-229 kV,,,,,21,1.94
11842221,115.0,115-229 kV,3,,,,30,6.78
11842390,138.0,115-229 kV,3,,,,48,16.91
11842768,138.0,115-229 kV,3,,,,49,16.7
11843378,138.0,115-229 kV,3,,,,123,23.74
11843676,138.0,115-229 kV,,,,,99,29.5
11843823,115.0,115-229 kV,3,,,,81,39.52
11850522,115.0,115-229 kV,3,,,,112,32.56
11855167,115.0,115-229 kV,3,,,,144,27.75
11859620,115.0,115-229 kV,3,,,,42,9.25
11865723,115.0,115-229 kV,,,,,157,32.68
11867564,115.0,115-229 kV,,,,,76,18.28
11878439,138.0,115-229 kV,,,,,157,68.19
11879690,115.0,115-229 kV,,,,,6,1.62
11907697,138.0,115-229 kV,3,,,,58,46.11
11914284,500.0,500+ kV,3,,PPL,Juniata Sub PPL to Conemaugh Sub PPL 500KV,471,196.22
11971233,230.0,230-344 kV,3,,Penelec,Lewis Run - Pierce Brook,25,3.5
11973925,115.0,115-229 kV,3,1,Pennsylvania Electric Company,Pierce Brook to Two Mile Run,46,8.88
11984639,230.0,230-344 kV,6,2,PPL,,65,16.67
12013742,115.0,115-229 kV,3,1,West Penn Power,Tri-County Tennessee Gas Tap to Gold,32,5.97
12019926,115.0,115-229 kV,3,,,,32,7.22
12020399,115.0,115-229 kV,3,,,,41,9.57
12020459,500.0,500+ kV,3,,,Conemaugh - Keystone,102,41.57
12021886,115.0,115-229 kV,,,,,37,6.65
12023201,115.0,115-229 kV,3,1,Penelec,,30,6.89
12023958,138.0,115-229 kV,,,,,7,1.26
12024882,500.0,500+ kV,3,,FirstEnergy,Keystone Sub AP to Cabot Sub AP 500KV,127,43.92
12025001,138.0,115-229 kV,,,,,53,12.72
12026295,115.0,115-229 kV,,,,,14,2.09
12030094,138.0,115-229 kV,3,,,,37,16.58
12030276,115.0,115-229 kV,,,,,66,14.04
12032657,138.0,115-229 kV,3,,,,55,20.58
12038920,115.0,115-229 kV,3,1,Pennsylvania Electric Company,Mansfield to Mainesburg,45,7.97
12038964,115.0,115-229 kV,3,1,Pennsylvania Electric Company,Mansfield to Tower Hill,80,16.31
12039566,138.0,115-229 kV,6,2,FirstEnergy,,30,5.08
12041464,115.0,115-229 kV,3,1,Pennsylvania Electric Company,Sabinsville to Niles Valley,51,9.05
12041790,115.0,115-229 kV,3,1,Pennsylvania Electric Company,Hector to Sabinsville,32,6.44
12042712,230.0,230-344 kV,3,,Penelec,Moshannon - Chapman - Lobo,333,65.78
12055194,115.0,115-229 kV,3,1,Penelec,Corry East to Warren,88,34.69
12113717,230.0,230-344 kV,3,,,Shawville - Shingletown,188,56.72
12271414,115.0,115-229 kV,3,,,,107,23.38
12271449,115.0,115-229 kV,6,2,,,143,16.28
12272513,115.0,115-229 kV,6,,,,181,31.19
12276262,230.0,230-344 kV,3,,Niagara Mohawk,,210,37.67
12720516,115.0,115-229 kV,3,,,,374,81.04
12720519,115.0,115-229 kV,3,,,,46,14.47
12755672,345.0,345-499 kV,3,,,Oakdale - Fraser,426,90.78
13008447,115.0,115-229 kV,,,,,21,4.8
13009137,115.0,115-229 kV,6,,,,36,15.09
13009350,115.0,115-229 kV,6,,,,71,17.76
13009680,230.0,230-344 kV,3,,,Hillside - East Towanda,260,53.66
13012529,115.0,115-229 kV,6,,,,113,30.98
13048205,115.0,115-229 kV,3,,,,158,35.37
13049311,115.0,115-229 kV,3,,,,112,24.27
13049846,115.0,115-229 kV,3,,,,88,17.17
13051948,115.0,115-229 kV,3,,,,48,8.5
13052430,115.0,115-229 kV,,,,,71,13.19
13053287,115.0,115-229 kV,3,,,,58,11.52
13061314,115.0,115-229 kV,3,,,,73,20.52
13066168,115.0,115-229 kV,3,,,,72,14.01
13069390,115.0,115-229 kV,3,,,,199,36.96
14232946,115.0,115-229 kV,6,2,,,28,5.78
19340594,115.0,115-229 kV,6,,Mid-Atlantic Interstate Transmission,Erie South - Piney,100,46.95
20021888,115.0,115-229 kV,3,,,,249,43.69
20034204,115.0,115-229 kV,6,,,,61,18.51
20035921,115.0,115-229 kV,6,2,,,66,11.07
20036718,115.0,115-229 kV,6,2,,,67,11.69
20036726,115.0,115-229 kV,3,,,,85,23.91
20037083,115.0,115-229 kV,,,,,37,7.96
20037097,115.0,115-229 kV,6,,,,96,24.32
20042043,115.0,115-229 kV,3,,,,154,35.2
20042402,230.0,230-344 kV,3,1,National Grid,South Ripley to Dunkirk,247,48.46
20042691,115.0,115-229 kV,,,,,132,22.12
20044707,115.0,115-229 kV,6,2,National Grid,,140,22.45
20052009,115.0,115-229 kV,6,,,,56,10.29
20055339,115.0,115-229 kV,3,,,,176,40.71
20069144,115.0,115-229 kV,3,,National Grid,,360,54.64
20069348,115.0,115-229 kV,3,,,,115,23.71
20104620,115.0,115-229 kV,3,,,,83,22.89
20121352,115.0,115-229 kV,3,,,,193,37.4
20164122,115.0,115-229 kV,3,,,,105,33.24
20164447,115.0,115-229 kV,3,,,,243,42.85
20181933,115.0,115-229 kV,3,,,,102,21.59
20642738,115.0,115-229 kV,3,,,,87,18.36
20648456,115.0,115-229 kV,3,,,,28,5.23
32612639,500.0,500+ kV,3,,PPL,Susquehanna Sub PPL 500KV,5,0.44
90338510,500.0,500+ kV,3,,FirstEnergy,South Bend Sub AP to Yukon Sub AP 500KV,162,60.13
95421702,500.0,500+ kV,3,,PPL,Juniata Sub PPL to Alburtis Sub PPL 500KV,386,141.6
98856456,138.0,115-229 kV,6,2,Allegheny Power Systems,,13,4.0
98856464,138.0,115-229 kV,6,2,Allegheny Power Systems,,8,2.47
98939044,138.0,115-229 kV,9,3,Allegheny Power Systems,,31,6.57
98939049,138.0,115-229 kV,9,3,FirstEnergy,,30,5.74
98966958,115.0,115-229 kV,6,,,,60,14.95
102141093,138.0,115-229 kV,6,2,FirstEnergy,,58,10.55
102149207,138.0,115-229 kV,6,2,Allegheny Power Systems,,14,2.52
102156672,500.0,500+ kV,3,,FirstEnergy,South Bend Sub AP 500KV,3,0.42
102224362,138.0,115-229 kV,3,,,,46,9.17
102605932,115.0,115-229 kV,6,2,,,4,0.4
102606020,115.0,115-229 kV,6,2,,,61,9.12
102621705,115.0,115-229 kV,6,2,,,51,6.33
114003471,345.0,345-499 kV,3,,,Homer City - Mainesburg 345kV,979,244.68
114037162,115.0,115-229 kV,3,,,,2,0.06
114037181,115.0,115-229 kV,3,,,,2,0.07
117322711,230.0,230-344 kV,6,2,PPL,Glen Brook & Susquehanna T21 - Susquehanna Junction,4,0.57
117322714,500.0,500+ kV,3,,PPL,Shickshinny Sub PPL to Lackawanna Sub PPL 500KV,147,46.08
117384812,230.0,230-344 kV,3,,PPL,Susquehanna 500 kV Sub - Susquehanna Junction,4,0.43
117384820,230.0,230-344 kV,3,,PPL,Susquehanna T10 - Susquehanna T21,12,1.39
117588017,230.0,230-344 kV,6,2,PPL,Susquehanna Junction - Palooka,86,27.87
117588020,230.0,230-344 kV,6,2,PPL,Mountain - Jenkins & Stanton,65,15.38
117594201,230.0,230-344 kV,6,2,PPL,Jenkins - Mountain & Stanton,34,9.06
144818299,230.0,230-344 kV,3,,,Grover - Scotch Hollow,194,35.0
144818455,115.0,115-229 kV,,,,,2,0.03
144818479,115.0,115-229 kV,3,1,Penelec,N Meshoppen to Lenox,149,28.3
144818485,115.0,115-229 kV,3,1,Pennsylvania Electric Company,Mainesburg to Everts Drive,74,14.23
144818577,115.0,115-229 kV,3,,,,4,0.19
144818580,115.0,115-229 kV,3,,,,3,0.11
144818598,115.0,115-229 kV,,,,,30,5.77
144818663,115.0,115-229 kV,,,,,54,10.53
144952178,115.0,115-229 kV,3,1,Penelec,East Towanda to East Sayre,143,30.22
144952238,115.0,115-229 kV,9,3,Pennsylvania Electric Company,South Troy to Tennessee Gas Pipeline,40,3.38
144952248,115.0,115-229 kV,6,2,Pennsylvania Electric Company,South Troy to Tennessee Gas Pipeline,4,0.28
146645875,230.0,230-344 kV,3,,,,74,15.76
146647697,230.0,230-344 kV,3,,,,60,8.8
146649302,230.0,230-344 kV,3,,,,82,17.72
148498792,115.0,115-229 kV,3,,,,70,9.74
148501185,115.0,115-229 kV,3,,,,2,0.04
148501188,115.0,115-229 kV,3,,,,16,1.53
148503540,115.0,115-229 kV,3,,,,32,5.52
148503725,115.0,115-229 kV,3,,,,16,2.55
148524672,230.0,230-344 kV,3,,,,92,22.95
148530669,115.0,115-229 kV,6,2,,,10,0.88
148530673,115.0,115-229 kV,3,1,,,5,0.51
148530840,115.0,115-229 kV,3,,,,36,5.04
148531878,115.0,115-229 kV,3,,,,23,2.7
148531931,115.0,115-229 kV,3,,,,39,8.74
148611137,115.0,115-229 kV,3,,,,48,7.84
148611255,115.0,115-229 kV,6,,,,66,21.72
148613305,115.0,115-229 kV,3,,,,55,13.3
148613665,115.0,115-229 kV,3,,,,23,2.36
149069230,115.0,115-229 kV,6,2,,,90,10.57
149069362,115.0,115-229 kV,3,1,,,21,3.09
149071576,115.0,115-229 kV,3,,,,2,0.05
149071653,230.0,230-344 kV,3,,Niagara Mohawk,,5,0.81
149073180,230.0,230-344 kV,6,2,National Grid,230=South Ripley-Dunkirk & 115=Dunkirk-Berry Road,9,1.92
149073185,230.0,230-344 kV,6,2,National Grid,,24,5.85
149085155,115.0,115-229 kV,6,2,National Grid,,20,2.63
149085606,115.0,115-229 kV,3,1,National Grid,,4,0.11
149085607,115.0,115-229 kV,3,1,National Grid,,8,0.7
149085762,115.0,115-229 kV,3,1,National Grid,,4,0.12
149086406,115.0,115-229 kV,6,2,National Grid,,6,0.8
149086528,115.0,115-229 kV,3,1,National Grid,,3,0.25
149089236,230.0,230-344 kV,3,,Niagara Mohawk,,38,6.76
149180739,230.0,230-344 kV,3,,Niagara Mohawk,,71,13.28
149181135,115.0,115-229 kV,,,,,6,0.79
149191576,115.0,115-229 kV,3,1,National Grid,Dunkirk to Berry Road,28,5.09
149196297,115.0,115-229 kV,3,,,,68,9.45
149327546,115.0,115-229 kV,3,,,,9,0.99
149327775,115.0,115-229 kV,3,,,,58,14.17
149328407,115.0,115-229 kV,3,,,,47,9.74
149328917,115.0,115-229 kV,,,,,25,2.85
149329466,115.0,115-229 kV,3,,,,5,0.06
149429362,115.0,115-229 kV,3,,,,32,7.4
149439328,115.0,115-229 kV,3,,,,90,15.48
149760561,115.0,115-229 kV,,,,,4,0.34
149761215,115.0,115-229 kV,3,,,,37,7.19
150641228,345.0,345-499 kV,3,,,Clarks Corners - Lafayette,219,47.96
150875800,230.0,230-344 kV,3,,West Penn Power Company,Dale Summit - Milesburg,64,13.59
151431226,500.0,500+ kV,3,,PPL,Juniata Sub PPL to Keystone Sub AP 500KV,457,190.11
166141431,115.0,115-229 kV,3,,,,5,0.14
166141434,115.0,115-229 kV,3,,,,4,0.09
166143023,115.0,115-229 kV,3,,,,3,0.05
167016984,230.0,230-344 kV,3,,PPL,Frackville Sub PPL to Columbia Sub PPL 230KV,125,42.81
168875089,345.0,345-499 kV,3,,,,4,0.4
168875091,230.0,230-344 kV,3,,,,4,0.29
168875097,345.0,345-499 kV,3,,,,6,0.54
168886944,115.0,115-229 kV,,,,,64,15.81
170944805,115.0,115-229 kV,3,,,,13,4.66
172691623,500.0,500+ kV,3,,PPL,Susquehanna Sub PPL to Wescosville Sub PPL 500KV,288,106.95
172691637,500.0,500+ kV,3,,PPL,Sunbury Sub PPL to Susquehanna Sub PPL 500KV,199,69.78
173076951,115.0,115-229 kV,3,,,,183,42.88
173869740,115.0,115-229 kV,3,,,,10,0.09
175668393,345.0,345-499 kV,3,,,Oakdale - Clarks Corners,118,35.55
175668397,345.0,345-499 kV,3,,,Fraser - Watercure 345kV,290,67.9
175668403,345.0,345-499 kV,3,,,,3,0.07
175668405,345.0,345-499 kV,,,,,2,0.08
175668406,345.0,345-499 kV,,,,,2,0.01
175668410,345.0,345-499 kV,,,,,2,0.03
175668412,345.0,345-499 kV,,,,,5,0.08
175668413,345.0,345-499 kV,3,,,,3,0.07
175668419,345.0,345-499 kV,3,,,Oakdale - Clarks Corners,2,0.11
175668421,115.0,115-229 kV,3,,,,5,0.48
175668423,345.0,345-499 kV,3,,,Oakdale - Fraser,2,0.11
175668429,345.0,345-499 kV,,,,,9,0.18
175668430,115.0,115-229 kV,3,,,,6,0.36
175668437,345.0,345-499 kV,,,,,4,0.07
175668441,345.0,345-499 kV,,,,,4,0.09
175668446,345.0,345-499 kV,,,,,5,0.09
175668452,345.0,345-499 kV,3,,,Clarks Corners - Lafayette,5,0.74
175668454,345.0,345-499 kV,,,,,6,0.14
175668455,345.0,345-499 kV,6,,,,29,7.98
175668463,345.0,345-499 kV,6,2,,Oakdale - Fraser & Clarks Corners,5,0.88
175784547,345.0,345-499 kV,3,,,,2,0.08
175784548,345.0,345-499 kV,,,,,12,0.33
175784549,230.0,230-344 kV,3,,,,6,0.19
175815622,230.0,230-344 kV,,,,,2,0.02
175815623,230.0,230-344 kV,,,,,2,0.02
175815624,230.0,230-344 kV,3,,,Quemahoning - Homer City,154,35.99
175815625,345.0,345-499 kV,,,,,2,0.02
175815626,230.0,230-344 kV,3,,FirstEnergy,Homer City - Johnstown 230kV,153,30.95
175815627,230.0,230-344 kV,,,,,2,0.02
175815629,345.0,345-499 kV,,,,,2,0.02
175815630,230.0,230-344 kV,,,,,2,0.02
175815632,345.0,345-499 kV,,,,,2,0.02
175815634,230.0,230-344 kV,,,,,2,0.02
175815635,230.0,230-344 kV,3,,FirstEnergy,Homer City - Seward 230kV,113,23.81
175815638,345.0,345-499 kV,,,,,2,0.02
175815639,230.0,230-344 kV,,,,,2,0.02
175815641,230.0,230-344 kV,3,1,Pennsylvania Electric Company,Shelocta to Homer City,87,17.33
175815643,345.0,345-499 kV,,,,,3,0.04
175815645,230.0,230-344 kV,,,,,3,0.03
175815649,230.0,230-344 kV,,,,,3,0.03
175815650,345.0,345-499 kV,,,,,3,0.05
175815651,230.0,230-344 kV,,,,,3,0.03
175815653,345.0,345-499 kV,,,,,4,0.04
175815655,230.0,230-344 kV,,,,,3,0.03
175815656,345.0,345-499 kV,,,,,3,0.05
175815658,230.0,230-344 kV,,,,,3,0.03
175815659,345.0,345-499 kV,3,,,Handsome Lake - Armstrong 345kV,168,53.13
175815660,345.0,345-499 kV,,,,,3,0.04
175815661,230.0,230-344 kV,,,,,4,0.09
175815662,345.0,345-499 kV,,,,,5,0.13
175815663,230.0,230-344 kV,,,,,5,0.1
175815664,230.0,230-344 kV,3,1,Pennsylvania Electric Company,Homer City to,17,2.93
175815665,230.0,230-344 kV,,,,,6,0.09
175815666,345.0,345-499 kV,,,,,8,0.18
175815667,345.0,345-499 kV,3,,,Homer City - Pierce Brook,824,193.94
175822378,345.0,345-499 kV,6,2,,Pierce Brook - Stolle Road,3,0.52
175822381,345.0,345-499 kV,3,,,Five Mile Road - Stolle Road,348,79.4
175833187,230.0,230-344 kV,9,3,,,12,3.25
175833188,115.0,115-229 kV,3,,,,13,2.98
175833189,230.0,230-344 kV,3,,,,3,0.03
175833190,230.0,230-344 kV,,,,,5,0.1
175833191,230.0,230-344 kV,3,,,,4,0.05
175833192,230.0,230-344 kV,3,,,,2,0.08
175833193,230.0,230-344 kV,,,,,8,0.16
175833194,230.0,230-344 kV,,,,,4,0.06
175833195,230.0,230-344 kV,,,,,2,0.01
175833196,230.0,230-344 kV,3,,,,5,0.08
175833198,230.0,230-344 kV,3,,,,3,0.02
175833199,230.0,230-344 kV,,,,,2,0.01
175833200,230.0,230-344 kV,,,,,2,0.02
175833202,230.0,230-344 kV,3,,,,2,0.08
175833208,230.0,230-344 kV,3,,,,5,0.08
175833211,230.0,230-344 kV,3,,,,5,0.07
175833212,230.0,230-344 kV,,,,,12,0.24
175833213,230.0,230-344 kV,3,,,,8,0.12
175833216,230.0,230-344 kV,3,,,,176,38.66
175833217,230.0,230-344 kV,3,,,,181,42.04
175833220,230.0,230-344 kV,3,,,,4,0.04
175833229,230.0,230-344 kV,,,,,5,0.08
175833230,230.0,230-344 kV,3,,,,9,1.19
175833232,230.0,230-344 kV,6,2,,,6,1.19
175833233,230.0,230-344 kV,3,,,Watercure - Oakdale 230kV,317,68.04
175833235,230.0,230-344 kV,3,,,,96,19.88
175951285,230.0,230-344 kV,,,,,3,0.05
176046693,230.0,230-344 kV,6,2,Niagara Mohawk,,2,0.31
176046694,230.0,230-344 kV,3,1,National Grid,South Ripley to Dunkirk,2,0.05
176046697,230.0,230-344 kV,3,1,National Grid,,2,0.07
176046699,230.0,230-344 kV,3,1,National Grid,,2,0.07
176046700,115.0,115-229 kV,,,,,2,0.01
176046703,115.0,115-229 kV,3,1,National Grid,Dunkirk to Berry Road,4,0.15
176046706,115.0,115-229 kV,3,,,,3,0.03
176046709,115.0,115-229 kV,3,,,,4,0.02
176046710,230.0,230-344 kV,3,1,Penelec,Erie East to South Ripley,41,7.55
176046716,230.0,230-344 kV,3,1,Penelec,Erie South to Warren,307,61.02
176081600,230.0,230-344 kV,3,1,Pennsylvania Electric Company,Glade to Lewis Run,126,22.96
176081602,230.0,230-344 kV,3,1,Penelec,Warren to Glade,38,8.48
176081604,230.0,230-344 kV,6,2,Penelec,Glade to Lewis Run & Forest,10,2.17
176081605,230.0,230-344 kV,,,,,2,0.02
176081606,230.0,230-344 kV,3,,,,17,0.16
176081607,230.0,230-344 kV,3,,,,16,0.35
176081608,230.0,230-344 kV,3,,,Glade - Forest,289,54.93
176081609,230.0,230-344 kV,3,,FirstEnergy,Forest - Squab Hollow,70,12.77
176081610,230.0,230-344 kV,,,,,3,0.03
176081611,230.0,230-344 kV,3,1,Penelec,Glade to Forest,4,0.26
176081612,230.0,230-344 kV,,,,,3,0.03
176081613,230.0,230-344 kV,,,,,3,0.03
176081615,230.0,230-344 kV,,,,,3,0.02
176081617,230.0,230-344 kV,,,,,5,0.06
176081618,230.0,230-344 kV,,,,,5,0.07
176081619,230.0,230-344 kV,3,1,Penelec,Glade to Lewis Run,7,0.47
176081620,230.0,230-344 kV,3,1,Penelec,Seneca to Glade,7,1.09
176095002,500.0,500+ kV,3,,PPL,Juniata Sub PPL to Sunbury Sub PPL 500KV,171,61.18
176095006,500.0,500+ kV,3,,,,2,0.06
176095007,500.0,500+ kV,3,,,,6,0.09
179302122,115.0,115-229 kV,3,,,,129,23.63
179360335,115.0,115-229 kV,3,,,,6,0.88
179363671,115.0,115-229 kV,3,,,,46,7.93
179363879,115.0,115-229 kV,3,,,,4,0.1
179366683,115.0,115-229 kV,3,,,,132,27.19
179901997,115.0,115-229 kV,3,,,,48,7.96
180022059,115.0,115-229 kV,3,,,,49,8.82
180022385,115.0,115-229 kV,3,,,,25,3.0
180286847,115.0,115-229 kV,3,,,,64,12.46
180287249,115.0,115-229 kV,3,,,,69,8.67
180500944,230.0,230-344 kV,3,,,,5,0.06
180500947,230.0,230-344 kV,3,,,,19,0.3
180500951,230.0,230-344 kV,3,,,,5,0.06
180500953,230.0,230-344 kV,3,,,,5,0.06
180500957,230.0,230-344 kV,3,,,,3,0.07
180500963,230.0,230-344 kV,3,,,,4,0.2
180517878,230.0,230-344 kV,3,,,Oxbow - Lackawanna,139,26.24
180517879,230.0,230-344 kV,3,,,,7,0.1
180517880,230.0,230-344 kV,,,,,5,0.04
180517881,230.0,230-344 kV,3,,,,6,0.09
180578649,230.0,230-344 kV,,,,,3,0.02
181046999,230.0,230-344 kV,3,,West Penn Power,Elko - Quehanna - Moshannon 230kV,118,29.49
181047001,230.0,230-344 kV,3,,FirstEnergy,Shawville - Moshannon 230kV,106,19.1
181047004,230.0,230-344 kV,,,,,2,0.01
181047005,230.0,230-344 kV,3,,,,3,0.02
181047008,230.0,230-344 kV,3,,,,2,0.01
181047009,230.0,230-344 kV,3,,,,2,0.08
181047013,230.0,230-344 kV,3,,,Shawville - Elko,220,45.95
181047015,138.0,115-229 kV,3,,,,11,6.38
181047017,230.0,230-344 kV,3,,,,3,0.08
181047018,230.0,230-344 kV,3,,West Penn Power,Elko - Carbon Center 230kV,49,9.08
181134944,230.0,230-344 kV,3,,FirstEnergy,Lewistown - Yeagertown 230kV #1,2,0.09
181134945,230.0,230-344 kV,3,,FirstEnergy,Lewistown - Yeagertown 230kV #1,30,6.45
181134946,230.0,230-344 kV,3,,FirstEnergy,Lewistown - Yeagertown 230kV #2,4,0.18
181134947,230.0,230-344 kV,3,,FirstEnergy,Lewistown - Yeagertown 230kV #2,31,6.44
181134949,230.0,230-344 kV,3,,West Penn Power Company,Shingletown - Dale Summit,46,8.82
181134951,230.0,230-344 kV,3,,West Penn Power,Moshannon - Milesburg 230kV,209,49.31
181134955,230.0,230-344 kV,3,,,,2,0.01
181134956,230.0,230-344 kV,3,,,,7,0.1
181134957,230.0,230-344 kV,3,,,,2,0.02
181134958,230.0,230-344 kV,,,,,2,0.01
181134960,230.0,230-344 kV,3,,,,2,0.02
181134961,230.0,230-344 kV,3,,,Lewistown - Juniata,126,39.74
181134963,230.0,230-344 kV,3,,,,4,0.05
181134965,230.0,230-344 kV,,,,,3,0.06
181134967,230.0,230-344 kV,,,,,3,0.06
181134968,230.0,230-344 kV,3,,,,5,0.06
181134969,230.0,230-344 kV,6,,FirstEnergy,,4,0.71
181134970,230.0,230-344 kV,3,,,,7,0.15
181134972,230.0,230-344 kV,,,,,4,0.05
181134973,230.0,230-344 kV,3,,FirstEnergy,,4,0.7
181134974,230.0,230-344 kV,3,,,Shawville - Shingletown,50,8.71
181134975,230.0,230-344 kV,3,,,Lewistown - Shingletown,49,8.77
181134976,230.0,230-344 kV,3,,,,5,0.07
181134978,230.0,230-344 kV,3,,,,5,0.06
181134981,230.0,230-344 kV,3,,FirstEnergy,Raystown - Lewistown 230kV,123,43.09
181134982,230.0,230-344 kV,6,,FirstEnergy,Lewistown - Yeagertown,7,1.08
181134984,230.0,230-344 kV,3,,FirstEnergy,Lewistown - Shingletown,98,32.42
183527675,230.0,230-344 kV,6,2,PPL,Susquehanna T10 - Susquehanna Junction & Mountain,11,2.08
183527676,230.0,230-344 kV,3,,PPL,Susquehanna Junction - Mountain,2,0.31
183527677,230.0,230-344 kV,6,2,PPL,Susquehanna Junction - Mountain & Susquehanna T10,3,0.36
183527680,230.0,230-344 kV,3,,PPL,Susquehanna T10 - Susquehanna Junction,3,0.31
183527681,230.0,230-344 kV,3,,PPL,Susquehanna T10 - Mountain,3,0.29
183527682,230.0,230-344 kV,3,,PPL,Mountain - Stanton,3,0.31
183527683,230.0,230-344 kV,3,,PPL,Susquehanna T10 - Mountain,3,0.31
183527684,230.0,230-344 kV,3,,PPL,Mountain - Jenkins,4,0.28
183527685,230.0,230-344 kV,3,,PPL,Susquehanna Junction - Mountain,3,0.22
183527686,230.0,230-344 kV,3,,PPL,Susquehanna T10 - Susquehanna Junction,4,0.29
183527687,230.0,230-344 kV,3,,PPL,Susquehanna T10 - Mountain,3,0.24
183527688,230.0,230-344 kV,3,,PPL,Susquehanna T10 - Mountain,3,0.24
183527689,230.0,230-344 kV,3,,PPL,Susquehanna T10 - Susquehanna Junction,4,0.44
183527690,230.0,230-344 kV,3,1,PPL,Harwood - Susquehanna Junction,5,0.69
183527691,230.0,230-344 kV,3,1,PPL,Harwood - Susquehanna Junction,5,0.71
183527692,230.0,230-344 kV,3,,PPL,Susquehanna Junction - Mountain,7,0.72
183527693,230.0,230-344 kV,6,2,PPL,Susquehanna T10 & Susquehanna Junction - Mountain,99,25.47
183603999,230.0,230-344 kV,6,,PPL,Susquehanna 500 kV Sub - Susquehanna Junction,17,2.63
183604000,230.0,230-344 kV,6,2,PPL,Susquehanna T10 - Mountain & Glen Brook - Susquehanna Junction,2,0.21
183604001,230.0,230-344 kV,3,,PPL,East Palmerton - Harwood,3,0.12
183604002,230.0,230-344 kV,3,,PPL,Susquehanna T21 - Susquehanna Junction,2,0.06
183604003,230.0,230-344 kV,6,2,PPL,Glen Brook & Susquehanna T21 - Susquehanna Junction,2,0.19
183604004,230.0,230-344 kV,3,,PPL,Glen Brook - Susquehanna Junction,2,0.05
183604005,230.0,230-344 kV,3,,,,2,0.11
183604006,230.0,230-344 kV,3,,PPL,Harwood - Susquehanna Junction,4,0.23
183604007,230.0,230-344 kV,3,,PPL,Glen Brook - Susquehanna Junction,3,0.35
183604008,230.0,230-344 kV,3,,PPL,Glen Brook - Susquehanna Junction,3,0.59
183604009,230.0,230-344 kV,3,,PPL,Susquehanna T21 - Susquehanna Junction,3,0.39
183604010,230.0,230-344 kV,3,1,PPL,Harwood - Susquehanna Junction,3,0.44
183604012,230.0,230-344 kV,3,,PPL,Glen Brook - Susquehanna Junction,5,0.57
183604013,230.0,230-344 kV,3,1,PPL,Harwood - Susquehanna Junction,3,0.44
183604014,230.0,230-344 kV,3,,PPL,Susquehanna T21 - Susquehanna Junction,3,0.55
183604015,230.0,230-344 kV,3,,PPL,Susquehanna T10 - Mountain,4,0.32
183604017,230.0,230-344 kV,3,1,PPL,Glen Brook - Susquehanna T10,6,0.62
183604018,230.0,230-344 kV,3,,PPL,Susquehanna T21 - Susquehanna Junction,5,0.41
183604019,230.0,230-344 kV,3,,PPL,Glen Brook - Susquehanna Junction,5,0.68
183604020,230.0,230-344 kV,6,2,PPL,Harwood - Susquehanna Junction,65,17.96
183604021,230.0,230-344 kV,6,2,PPL,Harwood - Susquehanna Junction,8,1.53
183604023,230.0,230-344 kV,6,2,PPL,Glen Brook & Susquehanna T21 - Susquehanna Junction,7,1.33
183642362,230.0,230-344 kV,3,,PPL,Sunbury - Susquehanna Junction,208,70.52
183668505,230.0,230-344 kV,6,2,PPL,Montour - Glen Brook,144,38.5
183668507,230.0,230-344 kV,3,,PPL,Saegers - Montour,3,0.15
183668508,230.0,230-344 kV,3,1,PPL,Montour - Glen Brook,3,0.3
183668509,230.0,230-344 kV,3,1,PPL,Montour - Glen Brook,3,0.29
183668511,230.0,230-344 kV,3,,PPL,Saegers - Montour,3,0.15
183668512,230.0,230-344 kV,3,1,PPL,Montour - Glen Brook,4,0.33
183668513,230.0,230-344 kV,3,,,,4,0.22
183668514,230.0,230-344 kV,3,1,PPL,Montour - Glen Brook,4,0.28
183668515,230.0,230-344 kV,3,,,,5,0.29
183668517,230.0,230-344 kV,6,2,PPL,Montour - Glen Brook,8,1.08
183670528,230.0,230-344 kV,6,2,PPL,Saegers - Montour,101,19.62
183670529,230.0,230-344 kV,3,,,,2,0.07
183670530,230.0,230-344 kV,3,,PPL,Elimsport - Clinton,5,0.36
183670531,230.0,230-344 kV,3,,PPL,Clinton - Saegers,5,0.37
183670532,230.0,230-344 kV,3,,,,2,0.06
183670534,230.0,230-344 kV,3,,,,2,0.06
183670535,230.0,230-344 kV,3,,,,2,0.05
183670538,230.0,230-344 kV,3,,PPL,Elimsport - Saegers,2,0.08
183670539,230.0,230-344 kV,3,,,,2,0.05
