GEN UID,Bus ID,Unit Group,Unit Type,Fuel,PMin MW,PMax MW,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Fuel Price $/MMBTU,Fixed Cost($/hr),Output_pct_0,Output_pct_1,Output_pct_2,HR_avg_0,HR_incr_1,HR_incr_2
EIA_2560_2,631,H_2560,Hydro,Hydro,0.0,0.9,0,0,0.18,0,0,0,0,0,0,0.0,0.45,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2560_3,631,H_2560,Hydro,Hydro,0.0,0.9,0,0,0.18,0,0,0,0,0,0,0.0,0.45,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2560_4,631,H_2560,Hydro,Hydro,0.0,1.0,0,0,0.2,0,0,0,0,0,0,0.0,0.5,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2561_1,83,H_2561,Hydro,Hydro,0.0,4.1,0,0,0.82,0,0,0,0,0,0,0.0,2.05,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2562_1,69,H_2562,Hydro,Hydro,0.0,22.4,0,0,4.48,0,0,0,0,0,0,0.0,11.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2563_1,56,H_2563,Hydro,Hydro,0.0,2.4,0,0,0.48,0,0,0,0,0,0,0.0,1.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2563_2,56,H_2563,Hydro,Hydro,0.0,2.8,0,0,0.56,0,0,0,0,0,0,0.0,1.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2564_1,149,H_2564,Hydro,Hydro,0.0,0.9,0,0,0.18,0,0,0,0,0,0,0.0,0.45,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2564_2,149,H_2564,Hydro,Hydro,0.0,1.1,0,0,0.22,0,0,0,0,0,0,0.0,0.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2566_1,560,H_2566,Hydro,Hydro,0.0,0.1,0,0,0.02,0,0,0,0,0,0,0.0,0.05,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2566_2,560,H_2566,Hydro,Hydro,0.0,0.1,0,0,0.02,0,0,0,0,0,0,0.0,0.05,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2568_1,681,H_2568,Hydro,Hydro,0.0,0.5,0,0,0.1,0,0,0,0,0,0,0.0,0.25,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2568_2,681,H_2568,Hydro,Hydro,0.0,0.5,0,0,0.1,0,0,0,0,0,0,0.0,0.25,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2568_3,681,H_2568,Hydro,Hydro,0.0,0.5,0,0,0.1,0,0,0,0,0,0,0.0,0.25,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2569_1,560,H_2569,Hydro,Hydro,0.0,5.1,0,0,1.02,0,0,0,0,0,0,0.0,2.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2569_2,560,H_2569,Hydro,Hydro,0.0,5.1,0,0,1.02,0,0,0,0,0,0,0.0,2.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2571_1,74,H_2571,Hydro,Hydro,0.0,3.6,0,0,0.72,0,0,0,0,0,0,0.0,1.8,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2571_2,74,H_2571,Hydro,Hydro,0.0,3.6,0,0,0.72,0,0,0,0,0,0,0.0,1.8,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2572_1,572,H_2572,Hydro,Hydro,0.0,1.5,0,0,0.3,0,0,0,0,0,0,0.0,0.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2572_2,572,H_2572,Hydro,Hydro,0.0,1.5,0,0,0.3,0,0,0,0,0,0,0.0,0.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2572_3,572,H_2572,Hydro,Hydro,0.0,1.5,0,0,0.3,0,0,0,0,0,0,0.0,0.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2573_1,141,H_2573,Hydro,Hydro,0.0,0.4,0,0,0.08,0,0,0,0,0,0,0.0,0.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2573_2,141,H_2573,Hydro,Hydro,0.0,0.4,0,0,0.08,0,0,0,0,0,0,0.0,0.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2574_1,37,H_2574,Hydro,Hydro,0.0,2.2,0,0,0.44,0,0,0,0,0,0,0.0,1.1,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2574_2,37,H_2574,Hydro,Hydro,0.0,2.2,0,0,0.44,0,0,0,0,0,0,0.0,1.1,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2574_3,37,H_2574,Hydro,Hydro,0.0,2.2,0,0,0.44,0,0,0,0,0,0,0.0,1.1,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2574_4,37,H_2574,Hydro,Hydro,0.0,2.2,0,0,0.44,0,0,0,0,0,0,0.0,1.1,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2575_1,53,H_2575,Hydro,Hydro,0.0,1.8,0,0,0.36,0,0,0,0,0,0,0.0,0.9,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2575_2,53,H_2575,Hydro,Hydro,0.0,1.8,0,0,0.36,0,0,0,0,0,0,0.0,0.9,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2575_3,53,H_2575,Hydro,Hydro,0.0,1.8,0,0,0.36,0,0,0,0,0,0,0.0,0.9,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2576_1N,69,H_2576,Hydro,Hydro,0.0,1.5,0,0,0.3,0,0,0,0,0,0,0.0,0.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2576_2N,69,H_2576,Hydro,Hydro,0.0,1.6,0,0,0.32,0,0,0,0,0,0,0.0,0.8,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2576_3N,69,H_2576,Hydro,Hydro,0.0,1.6,0,0,0.32,0,0,0,0,0,0,0.0,0.8,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2576_4N,69,H_2576,Hydro,Hydro,0.0,1.6,0,0,0.32,0,0,0,0,0,0,0.0,0.8,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2578_1,687,H_2578,Hydro,Hydro,0.0,2.8,0,0,0.56,0,0,0,0,0,0,0.0,1.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2579_1,82,H_2579,Hydro,Hydro,0.0,2.8,0,0,0.56,0,0,0,0,0,0,0.0,1.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2579_2,82,H_2579,Hydro,Hydro,0.0,3.4,0,0,0.68,0,0,0,0,0,0,0.0,1.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2580_1,522,H_2580,Hydro,Hydro,0.0,1.1,0,0,0.22,0,0,0,0,0,0,0.0,0.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2580_2,522,H_2580,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2581_1,319,H_2581,Hydro,Hydro,0.0,1.3,0,0,0.26,0,0,0,0,0,0,0.0,0.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2581_2,319,H_2581,Hydro,Hydro,0.0,1.3,0,0,0.26,0,0,0,0,0,0,0.0,0.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2581_3,319,H_2581,Hydro,Hydro,0.0,1.3,0,0,0.26,0,0,0,0,0,0,0.0,0.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2582_1,520,H_2582,Hydro,Hydro,0.0,4.0,0,0,0.8,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2582_2,520,H_2582,Hydro,Hydro,0.0,3.6,0,0,0.72,0,0,0,0,0,0,0.0,1.8,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2583_1,169,H_2583,Hydro,Hydro,0.0,0.8,0,0,0.16,0,0,0,0,0,0,0.0,0.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2586_1,37,H_2586,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2586_2,37,H_2586,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2586_3,37,H_2586,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2586_4,37,H_2586,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2586_5,37,H_2586,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2588_1,25,H_2588,Hydro,Hydro,0.0,4.0,0,0,0.8,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2588_2,25,H_2588,Hydro,Hydro,0.0,4.0,0,0,0.8,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2589_1,226,N_2589,Nuclear,Nuclear,558.81,620.9,24,24,1.24,48,24,12,500,250,125,0.7,310.45,0.0,0.9,1.0,0.0,6.0,6.0
EIA_2589_2,226,N_2589,Nuclear,Nuclear,1144.89,1272.1,24,24,2.54,48,24,12,500,250,125,0.7,636.05,0.0,0.9,1.0,0.0,6.0,6.0
EIA_2590_1,83,H_2590,Hydro,Hydro,0.0,5.1,0,0,1.02,0,0,0,0,0,0,0.0,2.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2591_1,500,H_2591,Hydro,Hydro,0.0,2.2,0,0,0.44,0,0,0,0,0,0,0.0,1.1,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2594_ST5,371,O_2594,Oil,Oil,161.4,807.0,1,1,80.7,2,1,0,10,5,2,12.0,403.5,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2594_ST6,371,O_2594,Oil,Oil,161.64,808.2,1,1,80.82,2,1,0,10,5,2,12.0,404.1,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2595_1,560,H_2595,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2595_2,560,H_2595,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2595_3,560,H_2595,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2596_4,560,H_2596,Hydro,Hydro,0.0,0.9,0,0,0.18,0,0,0,0,0,0,0.0,0.45,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2596_5,560,H_2596,Hydro,Hydro,0.0,0.9,0,0,0.18,0,0,0,0,0,0,0.0,0.45,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2596_6,560,H_2596,Hydro,Hydro,0.0,0.4,0,0,0.08,0,0,0,0,0,0,0.0,0.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2596_7,560,H_2596,Hydro,Hydro,0.0,0.4,0,0,0.08,0,0,0,0,0,0,0.0,0.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2597_1,120,H_2597,Hydro,Hydro,0.0,2.3,0,0,0.46,0,0,0,0,0,0,0.0,1.15,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2598_1,20,H_2598,Hydro,Hydro,0.0,1.6,0,0,0.32,0,0,0,0,0,0,0.0,0.8,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2598_2,20,H_2598,Hydro,Hydro,0.0,0.6,0,0,0.12,0,0,0,0,0,0,0.0,0.3,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2598_3,20,H_2598,Hydro,Hydro,0.0,0.6,0,0,0.12,0,0,0,0,0,0,0.0,0.3,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2599_1,189,H_2599,Hydro,Hydro,0.0,18.3,0,0,3.66,0,0,0,0,0,0,0.0,9.15,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2600_1,70,H_2600,Hydro,Hydro,0.0,24.0,0,0,4.8,0,0,0,0,0,0,0.0,12.0,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2601_1,83,H_2601,Hydro,Hydro,0.0,2.3,0,0,0.46,0,0,0,0,0,0,0.0,1.15,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2604_1,56,H_2604,Hydro,Hydro,0.0,1.2,0,0,0.24,0,0,0,0,0,0,0.0,0.6,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2604_2,56,H_2604,Hydro,Hydro,0.0,1.2,0,0,0.24,0,0,0,0,0,0,0.0,0.6,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2604_3,56,H_2604,Hydro,Hydro,0.0,0.8,0,0,0.16,0,0,0,0,0,0,0.0,0.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2604_4,56,H_2604,Hydro,Hydro,0.0,0.2,0,0,0.04,0,0,0,0,0,0,0.0,0.1,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2605_1,330,H_2605,Hydro,Hydro,0.0,7.5,0,0,1.5,0,0,0,0,0,0,0.0,3.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2605_2,330,H_2605,Hydro,Hydro,0.0,5.9,0,0,1.18,0,0,0,0,0,0,0.0,2.95,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2605_3,330,H_2605,Hydro,Hydro,0.0,6.1,0,0,1.22,0,0,0,0,0,0,0.0,3.05,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2605_4,330,H_2605,Hydro,Hydro,0.0,6.6,0,0,1.32,0,0,0,0,0,0,0.0,3.3,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2605_5,330,H_2605,Hydro,Hydro,0.0,10.8,0,0,2.16,0,0,0,0,0,0,0.0,5.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2606_1,39,H_2606,Hydro,Hydro,0.0,4.0,0,0,0.8,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2606_2,39,H_2606,Hydro,Hydro,0.0,4.1,0,0,0.82,0,0,0,0,0,0,0.0,2.05,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2606_3,39,H_2606,Hydro,Hydro,0.0,3.8,0,0,0.76,0,0,0,0,0,0,0.0,1.9,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2606_4,39,H_2606,Hydro,Hydro,0.0,4.0,0,0,0.8,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2607_1,364,H_2607,Hydro,Hydro,0.0,1.5,0,0,0.3,0,0,0,0,0,0,0.0,0.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2608_1,93,H_2608,Hydro,Hydro,0.0,1.1,0,0,0.22,0,0,0,0,0,0,0.0,0.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2608_2,93,H_2608,Hydro,Hydro,0.0,1.1,0,0,0.22,0,0,0,0,0,0,0.0,0.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2609_1,337,H_2609,Hydro,Hydro,0.0,6.7,0,0,1.34,0,0,0,0,0,0,0.0,3.35,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2609_2,337,H_2609,Hydro,Hydro,0.0,7.0,0,0,1.4,0,0,0,0,0,0,0.0,3.5,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2609_3,337,H_2609,Hydro,Hydro,0.0,7.0,0,0,1.4,0,0,0,0,0,0,0.0,3.5,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2609_4,337,H_2609,Hydro,Hydro,0.0,7.2,0,0,1.44,0,0,0,0,0,0,0.0,3.6,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2609_5,337,H_2609,Hydro,Hydro,0.0,7.7,0,0,1.54,0,0,0,0,0,0,0.0,3.85,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2609_6,337,H_2609,Hydro,Hydro,0.0,1.3,0,0,0.26,0,0,0,0,0,0,0.0,0.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2610_1,372,H_2610,Hydro,Hydro,0.0,7.2,0,0,1.44,0,0,0,0,0,0,0.0,3.6,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2610_2,372,H_2610,Hydro,Hydro,0.0,7.2,0,0,1.44,0,0,0,0,0,0,0.0,3.6,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2611_1,69,H_2611,Hydro,Hydro,0.0,19.8,0,0,3.96,0,0,0,0,0,0,0.0,9.9,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2612_8,66,H_2612,Hydro,Hydro,0.0,8.5,0,0,1.7,0,0,0,0,0,0,0.0,4.25,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2612_9,66,H_2612,Hydro,Hydro,0.0,46.0,0,0,9.2,0,0,0,0,0,0,0.0,23.0,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2613_1,20,H_2613,Hydro,Hydro,0.0,23.3,0,0,4.66,0,0,0,0,0,0,0.0,11.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2614_1,529,H_2614,Hydro,Hydro,0.0,37.5,0,0,7.5,0,0,0,0,0,0,0.0,18.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2614_2,529,H_2614,Hydro,Hydro,0.0,2.5,0,0,0.5,0,0,0,0,0,0,0.0,1.25,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2616_1,604,H_2616,Hydro,Hydro,0.0,2.1,0,0,0.42,0,0,0,0,0,0,0.0,1.05,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2616_2,604,H_2616,Hydro,Hydro,0.0,2.0,0,0,0.4,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2617_1,53,H_2617,Hydro,Hydro,0.0,1.1,0,0,0.22,0,0,0,0,0,0,0.0,0.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2617_2,53,H_2617,Hydro,Hydro,0.0,0.9,0,0,0.18,0,0,0,0,0,0,0.0,0.45,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2617_3,53,H_2617,Hydro,Hydro,0.0,1.1,0,0,0.22,0,0,0,0,0,0,0.0,0.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2617_4,53,H_2617,Hydro,Hydro,0.0,1.3,0,0,0.26,0,0,0,0,0,0,0.0,0.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2619_5,189,H_2619,Hydro,Hydro,0.0,8.1,0,0,1.62,0,0,0,0,0,0,0.0,4.05,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2619_6,189,H_2619,Hydro,Hydro,0.0,8.1,0,0,1.62,0,0,0,0,0,0,0.0,4.05,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2619_7,189,H_2619,Hydro,Hydro,0.0,9.7,0,0,1.94,0,0,0,0,0,0,0.0,4.85,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2621_2,37,H_2621,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2621_3,37,H_2621,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2621_4,37,H_2621,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2621_5,37,H_2621,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2623_1,681,H_2623,Hydro,Hydro,0.0,1.8,0,0,0.36,0,0,0,0,0,0,0.0,0.9,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2623_2,681,H_2623,Hydro,Hydro,0.0,2.0,0,0,0.4,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2624_1,83,H_2624,Hydro,Hydro,0.0,0.4,0,0,0.08,0,0,0,0,0,0,0.0,0.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2624_2,83,H_2624,Hydro,Hydro,0.0,0.2,0,0,0.04,0,0,0,0,0,0,0.0,0.1,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2625_1,499,G_2625,Gas,Gas,175.8,586.0,2,2,29.3,4,2,1,30,15,8,3.5,293.0,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2625_2,499,G_2625,Gas,Gas,172.08,573.6,2,2,28.68,4,2,1,30,15,8,3.5,286.8,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2627_GRHM,55,H_2627,Hydro,Hydro,0.0,16.3,0,0,3.26,0,0,0,0,0,0,0.0,8.15,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2628_GEN1,123,G_2628,Gas,Gas,9.93,33.1,2,2,1.66,4,2,1,30,15,8,3.5,16.55,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2630_GEN1,221,H_2630,Hydro,Hydro,0.0,4.3,0,0,0.86,0,0,0,0,0,0,0.0,2.15,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2630_GEN2,221,H_2630,Hydro,Hydro,0.0,1.1,0,0,0.22,0,0,0,0,0,0,0.0,0.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2630_GEN3,221,H_2630,Hydro,Hydro,0.0,1.1,0,0,0.22,0,0,0,0,0,0,0.0,0.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2630_GEN4,221,H_2630,Hydro,Hydro,0.0,1.1,0,0,0.22,0,0,0,0,0,0,0.0,0.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2631_RIO,154,H_2631,Hydro,Hydro,0.0,10.1,0,0,2.02,0,0,0,0,0,0,0.0,5.05,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2631_RIO2,154,H_2631,Hydro,Hydro,0.0,0.8,0,0,0.16,0,0,0,0,0,0,0.0,0.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2632_SHOE,178,G_2632,Gas,Gas,9.9,33.0,2,2,1.65,4,2,1,30,15,8,3.5,16.5,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2634_SWI2,221,H_2634,Hydro,Hydro,0.0,7.4,0,0,1.48,0,0,0,0,0,0,0.0,3.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2634_SWI3,221,H_2634,Hydro,Hydro,0.0,1.2,0,0,0.24,0,0,0,0,0,0,0.0,0.6,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2638_1,61,H_2638,Hydro,Hydro,0.0,3.0,0,0,0.6,0,0,0,0,0,0,0.0,1.5,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2678_2,431,O_2678,Oil,Oil,0.44,2.2,1,1,0.22,2,1,0,10,5,2,12.0,1.1,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2678_3,431,O_2678,Oil,Oil,0.4,2.0,1,1,0.2,2,1,0,10,5,2,12.0,1.0,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2679_3,441,O_2679,Oil,Oil,3.36,16.8,1,1,1.68,2,1,0,10,5,2,12.0,8.4,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2679_CT5,441,G_2679,Gas,Gas,14.7,49.0,2,2,2.45,4,2,1,30,15,8,3.5,24.5,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2682_5,655,G_2682,Gas,Gas,6.75,22.5,2,2,1.12,4,2,1,30,15,8,3.5,11.25,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2682_6,655,G_2682,Gas,Gas,6.75,22.5,2,2,1.12,4,2,1,30,15,8,3.5,11.25,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2682_7,655,G_2682,Gas,Gas,12.6,42.0,2,2,2.1,4,2,1,30,15,8,3.5,21.0,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2685_1,357,H_2685,Hydro,Hydro,0.0,2.8,0,0,0.56,0,0,0,0,0,0,0.0,1.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2685_2,357,H_2685,Hydro,Hydro,0.0,2.8,0,0,0.56,0,0,0,0,0,0,0.0,1.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2685_3,357,H_2685,Hydro,Hydro,0.0,3.0,0,0,0.6,0,0,0,0,0,0,0.0,1.5,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2685_4,357,H_2685,Hydro,Hydro,0.0,3.0,0,0,0.6,0,0,0,0,0,0,0.0,1.5,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2686_1,350,H_2686,Hydro,Hydro,0.0,2.8,0,0,0.56,0,0,0,0,0,0,0.0,1.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2686_2,350,H_2686,Hydro,Hydro,0.0,2.8,0,0,0.56,0,0,0,0,0,0,0.0,1.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2686_3,350,H_2686,Hydro,Hydro,0.0,3.0,0,0,0.6,0,0,0,0,0,0,0.0,1.5,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2686_4,350,H_2686,Hydro,Hydro,0.0,3.0,0,0,0.6,0,0,0,0,0,0,0.0,1.5,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2693_1,390,H_2693,Hydro,Hydro,0.0,187.3,0,0,37.46,0,0,0,0,0,0,0.0,93.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2693_10,390,H_2693,Hydro,Hydro,0.0,187.3,0,0,37.46,0,0,0,0,0,0,0.0,93.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2693_11,390,H_2693,Hydro,Hydro,0.0,187.3,0,0,37.46,0,0,0,0,0,0,0.0,93.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2693_12,390,H_2693,Hydro,Hydro,0.0,187.3,0,0,37.46,0,0,0,0,0,0,0.0,93.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2693_13,390,H_2693,Hydro,Hydro,0.0,187.3,0,0,37.46,0,0,0,0,0,0,0.0,93.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2693_2,390,H_2693,Hydro,Hydro,0.0,187.3,0,0,37.46,0,0,0,0,0,0,0.0,93.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2693_3,390,H_2693,Hydro,Hydro,0.0,187.3,0,0,37.46,0,0,0,0,0,0,0.0,93.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2693_4,390,H_2693,Hydro,Hydro,0.0,187.3,0,0,37.46,0,0,0,0,0,0,0.0,93.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2693_5,390,H_2693,Hydro,Hydro,0.0,187.3,0,0,37.46,0,0,0,0,0,0,0.0,93.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2693_7,390,H_2693,Hydro,Hydro,0.0,187.3,0,0,37.46,0,0,0,0,0,0,0.0,93.65,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2693_8,390,H_2693,Hydro,Hydro,0.0,187.3,0,0,37.46,0,0,0,0,0,0,0.0,93.65,0.0,0.0,1.0,0.0,5.0,5.0
