STORAGE UID,Bus ID,Discharge Rate MW,Charge Rate MW,Energy Capacity MWh,Initial SOC MWh,Charge Efficiency,Discharge Efficiency,_zone,_mwh_source
AMADOR_STORAGE,2449,102.4,102.4,409.6,204.8,0.96,0.96,NORTH,fallback_4h
BARTON_BRANCH_IA,1213,203.6,203.6,814.4,407.2,0.96,0.96,NORTH,fallback_4h
BLUE_SUMMIT_ENERGY_STORAGE,811,154.0,154.0,616.0,308.0,0.96,0.96,WEST,fallback_4h
BUFFALO_CREEK_BESS,1242,251.4,251.4,1005.6,502.8,0.96,0.96,HOUSTON,fallback_4h
CROWNED_HERON_BESS_2,1242,154.2,154.2,616.8,308.4,0.96,0.96,HOUSTON,fallback_4h
DAMON_BESS_3,2143,10.0,10.0,20.0,10.0,0.96,0.96,COASTAL,fallback_2h
HARLINGEN_#1_BESS_1,268,10.0,10.0,20.0,10.0,0.96,0.96,COASTAL,fallback_2h
HIGHWAY_6_BESS,2260,9.9,9.9,19.8,9.9,0.96,0.96,NORTH,fallback_2h
MEADOW_PARK_BESS,807,10.0,10.0,20.0,10.0,0.96,0.96,NORTH,fallback_2h
MRG_GOODY_STORAGE,2449,52.3,52.3,104.6,52.3,0.96,0.96,NORTH,fallback_2h
NORTH_EDINBURG_BESS_1,298,10.0,10.0,20.0,10.0,0.96,0.96,SOUTH,fallback_2h
PADUA_GRID_BESS_UNIT_2,1371,150.9,150.9,603.6,301.8,0.96,0.96,SOUTH,fallback_4h
PINTAIL_PASS_BESS,1218,207.3,207.3,829.2,414.6,0.96,0.96,COASTAL,fallback_4h
