ercot_substation,lat,lon,match_source,confidence,score,matched_name,load_zone,max_voltage_kv,eia_plant_code,osm_id,propagated_from
RNGMT,32.865417,-97.099401,propagated,low,0,,LZ_WEST,69.0,,,EULES
RNKSW,29.87056,-98.194733,propagated,low,0,,LZ_NORTH,345.0,,,CANYONWD
RNPOI,32.295946,-102.54,propagated,low,0,,LZ_WEST,69.0,,,BAKKE
RNRD12,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
RNS,28.985999,-95.358109,propagated,low,0,,LZ_HOUSTON,345.0,,,DOW
RO,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
ROANOKE,32.991758,-97.261583,osm,high,100.0,Roanoke Substation,LZ_NORTH,138.0,,171478878,
ROANW,31.684511,-98.603358,propagated,low,0,,LZ_NORTH,138.0,,,FLAT_TOP
ROARINGS,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
ROBBSW,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
ROBERSON,32.299702,-99.75945,osm,medium,87.8,Roberts Substation,LZ_WEST,69.0,,195423566,
ROBL,32.748626,-100.377858,osm,medium,83.0,Roby Substation,LZ_WEST,69.0,,519686441,
ROBNW,32.902315,-96.67776,propagated,low,0,,LZ_NORTH,138.0,,,MARQUIS
ROBRJR,33.221074,-96.917938,propagated,low,0,,LZ_SOUTH,138.0,,,NAVO
ROBSTOS,27.768597,-97.636144,osm,medium,87.8,Robstown Substation,LZ_SOUTH,69.0,,489675518,
ROBSTOWN,27.768597,-97.636144,osm,high,100,Robstown Substation,LZ_SOUTH,69.0,,489675518,
ROBT,32.748626,-100.377858,osm,medium,83.0,Roby Substation,LZ_WEST,69.0,,519686441,
ROBY,32.748626,-100.377858,osm,high,100,Roby Substation,LZ_WEST,69.0,,519686441,
ROCHSTER,33.317086,-99.856766,osm,high,99.2,Rochester Substation,LZ_WEST,69.0,,519738940,
ROCKETT,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
ROCKHILL,32.902315,-96.67776,propagated,low,0,,LZ_NORTH,138.0,,,MARQUIS
ROCKIS,29.22574,-99.699154,propagated,low,0,,LZ_SOUTH,138.0,,,UVALDE
ROCKPORT,27.977458,-97.142133,osm,high,100,Rockport Substation,LZ_SOUTH,138.0,,514740424,
ROCKSP,29.416558,-98.718122,propagated,low,0,,LZ_SOUTH,69.0,,,CAGNON
ROCKSPRS,29.72753,-100.79431,eia860,medium,87.3,Rocksprings,LZ_SOUTH,69.0,60217,,
ROCK_ATL,33.17192,-97.084727,propagated,low,0,,LZ_SOUTH,69.0,,,POCKRUSC
RODD_FLD,27.65913,-97.382426,osm,high,95.6,Rodd Field Substation,LZ_SOUTH,138.0,,204031484,
RODGERS,32.104125,-100.162375,propagated,low,0,,LZ_NORTH,69.0,,,HOLSTEIN
ROGRS,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT
ROHR,29.935593,-97.878948,osm,high,100,Rohr Substation,LZ_SOUTH,138.0,,508455364,
ROKSW,33.048156,-97.034996,propagated,low,0,,LZ_SOUTH,138.0,,,WEAST
ROL,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
ROLHL,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
ROLLANS,31.910906,-100.911329,osm,high,100,Rollans Substation,LZ_WEST,69.0,,455566730,
ROLTR,32.916489,-96.631695,propagated,low,0,,LZ_NORTH,138.0,,,WALNUT1
ROMA,26.522607,-99.019286,osm,high,100,Roma Switching Station,LZ_SOUTH,138.0,,453123204,
ROMA_SW,32.713595,-103.301752,propagated,low,0,,LZ_SOUTH,138.0,,,MADDUX
ROMNEY,32.244906,-98.673762,osm,high,100,Romney Substation,LZ_NORTH,345.0,,454919539,
ROSED,31.841634,-102.727059,propagated,low,0,,LZ_NORTH,138.0,,,MIDWY
ROSEHILL,29.883214,-95.111345,propagated,low,0,,LZ_NORTH,138.0,,,CHAMON
ROSELAND,31.461242,-96.824928,eia860,medium,83.5,"Roseland Solar Project, LLC",LZ_NORTH,345.0,65028,,
ROSEM,30.464605,-97.757305,propagated,low,0,,LZ_NORTH,138.0,,,NORTHWES
ROSEMARY,32.465874,-100.139167,propagated,low,0,,LZ_NORTH,138.0,,,MCELMU
ROSEN,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
ROSICR,32.865417,-97.099401,propagated,low,0,,LZ_SOUTH,138.0,,,EULES
ROSSN,31.749592,-97.11328,osm,high,95.6,Ross Substation,LZ_NORTH,69.0,,346832072,
ROSSVLS,29.164253,-98.681946,osm,medium,83.6,Rossville Substation,LZ_SOUTH,138.0,,319406850,
ROSTP,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,69.0,,,EULES
ROTN,32.839207,-100.453812,osm,high,95.4,Rotan Substation,LZ_WEST,69.0,,519686424,
ROUGH,29.53742,-100.896089,osm,medium,88.4,Rough Canyon Substation,LZ_WEST,138.0,,344546753,
ROUGHCAN,26.167627,-98.097755,propagated,low,0,,LZ_SOUTH,138.0,,,ELGATO
ROUGHNTP,31.517,-100.6,propagated,low,0,,LZ_WEST,138.0,,,RAMBLER
ROUNDTOP,32.866149,-100.264846,osm,high,100.0,Round Top Substation,LZ_WEST,69.0,,519723749,
ROUNTO,30.077839,-96.710728,osm,medium,88.2,Round Top Substation,LZ_SOUTH,138.0,,511344195,
ROUTE_66,35.205278,-101.434167,eia860,high,100.0,Route 66 Wind Plant,LZ_WEST,345.0,58681,,
ROW,30.3033,-97.6128,propagated,low,0,,LZ_HOUSTON,345.0,,,DECKER
ROWE,31.645742,-100.047287,osm,medium,88.2,Rowena Substation,LZ_WEST,69.0,,493048330,
ROWLT,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
ROWSW,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
ROYBEAN,31.35612,-103.33454,propagated,low,0,,LZ_WEST,138.0,,,WORSHAM
RPR,33.543862,-100.897118,propagated,low,0,,LZ_NORTH,138.0,,,ESPULA9
RPUBRDS,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,138.0,,,GATESVL2
RRANCHES,33.144966,-97.108397,propagated,low,0,,LZ_WEST,138.0,,,TEASLEY
RRC_WIND,32.303889,-100.021667,propagated,low,0,,LZ_NORTH,345.0,,,CALLAHAN
RRDSW,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,345.0,,,GATESVL2
RRNES,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES
RRPOD,35.687089,-97.226759,propagated,low,0,,LZ_WEST,138.0,,,REDBUD
RRSTH,32.760166,-96.575623,propagated,low,0,,LZ_SOUTH,138.0,,,MESQT
RRWES,32.865417,-97.099401,propagated,low,0,,LZ_SOUTH,138.0,,,EULES
RS,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
RSKMN,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,69.0,,,EULES
RSNAKE,29.367156,-94.965107,propagated,low,0,,LZ_WEST,345.0,,,LAMARQUE
RSNHT,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
RSP,29.379407,-94.953306,propagated,low,0,,LZ_NORTH,69.0,,,INTRCITY
RSPCK,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
RSPOD,29.53742,-100.896089,propagated,low,0,,LZ_WEST,138.0,,,ROUGH
RSPVY,26.523359,-99.017108,propagated,low,0,,LZ_NORTH,138.0,,,STARR
RT,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
RTHGB,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
RTLSNAKE,28.985999,-95.358109,propagated,low,0,,LZ_WEST,138.0,,,DOW
RTPOD,32.295946,-102.54,propagated,low,0,,LZ_WEST,138.0,,,BAKKE
RTRSW,31.740751,-102.213176,propagated,low,0,,LZ_WEST,138.0,,,PEGAS
RTS,31.740751,-102.213176,propagated,low,0,,LZ_WEST,345.0,,,PEGAS
RTS2,29.271,-98.456,propagated,low,0,,LZ_WEST,345.0,,,BEXAR_ES
RTW,33.393056,-95.146667,propagated,low,0,,LZ_HOUSTON,345.0,,,RVR
RU,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
RUCKER,29.271,-98.456,propagated,low,0,,LZ_WEST,69.0,,,BEXAR_ES
RULE,33.189294,-99.889924,osm,high,100,Rule Substation,LZ_WEST,69.0,,519732694,
RUNGE,28.870568,-97.701542,osm,high,100,Runge Substation,LZ_SOUTH,138.0,,21020281,
RUPLETP,33.453414,-99.603054,propagated,low,0,,LZ_SOUTH,138.0,,,EASTMUND
RUPOD,32.358321,-99.700289,propagated,low,0,,LZ_WEST,138.0,,,WALKER
RUPPD,30.464605,-97.757305,propagated,low,0,,LZ_WEST,138.0,,,NORTHWES
RUS,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
RUSSEKST,31.183494,-101.460355,eia860,medium,88.5,Russek,LZ_WEST,138.0,67495,,
RUSTHILL,31.451653,-100.424926,osm,high,100,Rusthill Substation,LZ_WEST,138.0,,346161471,
RUTHER,30.117709,-97.98582,osm,medium,84.1,Rutherford Substation,LZ_SOUTH,138.0,,339984022,
RVIERAS,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
RVIEW,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
RVR,33.393056,-95.146667,eia860,medium,85.5,River Crest,LZ_HOUSTON,138.0,3503,,
RVRFT,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
RVRSDS,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
RVRSW,31.871315,-102.398409,propagated,low,0,,LZ_WEST,345.0,,,ODESA
RVRVLYS,31.503698,-97.762643,propagated,low,0,,LZ_SOUTH,138.0,,,GATESVL2
RWALE,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES
RWALL,32.870498,-97.597856,propagated,low,0,,LZ_NORTH,138.0,,,FLATROCK
RWALS,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
RWDHV,29.697474,-97.654362,propagated,low,0,,LZ_NORTH,138.0,,,LULING
RWYSW,33.520892,-101.973737,propagated,low,0,,LZ_WEST,138.0,,,UPLND
RXALL,29.3525,-98.5761,propagated,low,0,,LZ_WEST,138.0,,,LEON_CRK
RYLTY,32.725421,-97.295264,propagated,low,0,,LZ_WEST,138.0,,,DUVAL
RYSSW,34.892325,-97.554957,propagated,low,0,,LZ_NORTH,345.0,,,PAYNE
RZ,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
S3,29.045645,-95.745296,propagated,low,0,,LZ_SOUTH,138.0,,,HILCORP
S4,32.937247,-96.624944,propagated,low,0,,LZ_SOUTH,138.0,,,CRIST
S5,30.645131,-98.258172,propagated,low,0,,LZ_SOUTH,138.0,,,FAIRLA
SA,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
SABINAL,29.298898,-99.463599,osm,high,100,Sabinal Substation,LZ_SOUTH,69.0,,343141487,
SABINLS,29.298898,-99.463599,osm,high,92.7,Sabinal Substation,LZ_SOUTH,69.0,,343141487,
SACH,28.837904,-98.184543,propagated,low,0,,LZ_WEST,138.0,,,FASHNGS
SACRC,32.742316,-100.985737,osm,high,97.3,Sacroc Substation,LZ_WEST,138.0,,467959300,
SADLBACK,31.332883,-103.498425,eia860,medium,90.8,Saddleback,LZ_WEST,138.0,65834,,
SAEM,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
SAGC,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
SAGE,33.303497,-101.65722,eia860,medium,85.1,Sage Draw Wind,LZ_WEST,69.0,62620,,
SAGEDRAW,29.53742,-100.896089,propagated,low,0,,LZ_WEST,345.0,,,ROUGH
SAH,31.503698,-97.762643,propagated,low,0,,LZ_HOUSTON,345.0,,,GATESVL2
SAINT_JO,36.134962,-95.965325,osm,medium,91.0,Saint John Substation,LZ_NORTH,69.0,,911412550,
SALDS,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,138.0,,,AZLES
SALEM,30.111207,-96.425438,osm,high,100,Salem Substation,LZ_SOUTH,345.0,,97848904,
SALEM1,30.111207,-96.425438,osm,high,92.6,Salem Substation,LZ_SOUTH,138.0,,97848904,
SALEM11,29.233882,-95.187062,propagated,low,0,,LZ_NORTH,138.0,,,AMOCOOIL
SALSW,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,345.0,,,EULES
SALTDOME,32.465874,-100.139167,propagated,low,0,,LZ_SOUTH,69.0,,,MCELMU
SALTDRAW,27.827464,-97.524699,propagated,low,0,,LZ_WEST,138.0,,,KOCH_UP
SALTDRWC,31.332883,-103.498425,propagated,low,0,,LZ_WEST,138.0,,,SADLBACK
SALTFLAT,32.128234,-101.818895,propagated,low,0,,LZ_WEST,138.0,,,TRIANGLE
SALTFORK,30.750029,-98.416657,propagated,low,0,,LZ_WEST,345.0,,,CORONA
SALTMINE,32.168778,-101.478409,propagated,low,0,,LZ_WEST,138.0,,,ELBOW
SALTY11,30.596226,-97.132599,osm,medium,91.0,Salty Substation,LZ_SOUTH,138.0,,509663249,
SALVTION,30.750029,-98.416657,propagated,low,0,,LZ_WEST,345.0,,,CORONA
SAMATHIS,30.639224,-102.943675,propagated,low,0,,LZ_WEST,69.0,,,CONCHO
SAMSON_1,33.25102,-95.193426,eia860,high,100.0,Samson Solar Energy,LZ_NORTH,345.0,63211,,
SAMSON_3,33.25102,-95.193426,eia860,high,100.0,Samson Solar Energy,LZ_NORTH,345.0,63211,,
SAMSW,31.897242,-97.018202,osm,medium,83.7,Sam Switching Station,LZ_NORTH,345.0,,386799112,
SAN,33.393056,-95.146667,propagated,low,0,,LZ_HOUSTON,138.0,,,RVR
SANA,31.593316,-100.178079,propagated,low,0,,LZ_WEST,69.0,,,MILES
SANDCRAB,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
SANDHI,28.034822,-97.866796,osm,medium,86.3,Sandia Substation,LZ_SOUTH,138.0,,489453634,
SANDHSYD,30.597379,-95.727322,osm,medium,85.7,Sandy Substation,LZ_SOUTH,138.0,,573061073,
SANDIAS,28.034822,-97.866796,osm,high,98.4,Sandia Substation,LZ_SOUTH,69.0,,489453634,
SANDLAKE,31.508786,-103.617546,eia860,high,100.0,Sandlake,LZ_WEST,138.0,67496,,
SANDLKEC,31.508786,-103.617546,eia860,medium,89.8,Sandlake,LZ_WEST,138.0,67496,,
SANDROAD,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
SANDRSON,30.141985,-102.402884,osm,high,100.0,Sanderson Substation,LZ_WEST,69.0,,503186910,
SANDS,31.740751,-102.213176,propagated,low,0,,LZ_WEST,138.0,,,PEGAS
SANDUSKY,26.167627,-98.097755,propagated,low,0,,LZ_WEST,138.0,,,ELGATO
SANDW,35.40238,-101.15404,propagated,low,0,,LZ_NORTH,138.0,,,RAILHEAD
SANDY,31.474378,-96.957149,eia860,medium,85.5,Sandy Creek Energy Station,LZ_NORTH,138.0,56611,,
SANMAR,29.594397,-97.956333,propagated,low,0,,LZ_SOUTH,138.0,,,SEGUIN
SANMGSW,32.748626,-100.377858,propagated,low,0,,LZ_SOUTH,138.0,,,ROBL
SANMIGL,31.503698,-97.762643,propagated,low,0,,LZ_SOUTH,345.0,,,GATESVL2
SANORTH,27.611107,-99.499906,propagated,low,0,,LZ_WEST,138.0,,,MILO
SANROMAN,35.377007,-99.720053,propagated,low,0,,LZ_SOUTH,138.0,,,CHISOLM
SANSAB,30.084482,-99.245434,propagated,low,0,,LZ_NORTH,138.0,,,INGRAM
SANSM,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT
SANTACRU,32.865417,-97.099401,propagated,low,0,,LZ_SOUTH,138.0,,,EULES
SANTAFE,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
SANTARIT,27.820255,-97.535482,propagated,low,0,,LZ_WEST,138.0,,,CLARK_WD
SANTASW,33.453414,-99.603054,propagated,low,0,,LZ_SOUTH,138.0,,,EASTMUND
SANTCL,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
SANTIAGO,31.116243,-100.513225,osm,high,100,Santiago Substation,LZ_WEST,138.0,,345830312,
SANW,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
SAN_DIEG,27.743752,-98.251232,osm,high,100.0,San Diego Substation,LZ_SOUTH,69.0,,294858787,
SAPOWER,31.593316,-100.178079,propagated,low,0,,LZ_WEST,138.0,,,MILES
SARDIS,33.144966,-97.108397,propagated,low,0,,LZ_NORTH,138.0,,,TEASLEY
SARGNTS,28.87214,-95.667786,osm,high,92.7,Sargent Substation,LZ_SOUTH,69.0,,520652091,
SARRD,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,345.0,,,EULES
SASOUTH,27.611107,-99.499906,propagated,low,0,,LZ_WEST,138.0,,,MILO
SATTLE,29.849739,-98.171304,osm,high,98.4,Sattler Substation,LZ_SOUTH,138.0,,341093667,
SAVAN,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
SAWA,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
SAYER,32.857896,-97.511964,propagated,low,0,,LZ_SOUTH,138.0,,,AZLES
SB,26.287936,-98.145074,propagated,low,0,,LZ_HOUSTON,138.0,,,SE
SBANA,32.128234,-101.818895,propagated,low,0,,LZ_NORTH,138.0,,,TRIANGLE
SBE,31.186,-103.128,propagated,low,0,,LZ_HOUSTON,138.0,,,TAYGETE
SBEAN,30.567073,-97.397529,propagated,low,0,,LZ_WEST,138.0,,,TAYLR
SBEND,30.464605,-97.757305,propagated,low,0,,LZ_WEST,138.0,,,NORTHWES
SBK,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
SBYSW,31.871315,-102.398409,propagated,low,0,,LZ_WEST,138.0,,,ODESA
SC,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
SCARBIDE,27.318515,-97.810266,propagated,low,0,,LZ_SOUTH,138.0,,,LOYOLA
SCATR,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
SCES,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,345.0,,,EULES
SCHERT,29.56365,-98.261597,osm,high,98.4,Schertz Substation,LZ_SOUTH,138.0,,320568333,
SCHKAD,31.404594,-100.531733,osm,high,98.4,Schkade Substation,LZ_WEST,138.0,,345830314,
SCHNDR,33.498186,-96.378894,propagated,low,0,,LZ_WEST,345.0,,,WHITEWRT
SCHOTTKY,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
SCHPD,30.464605,-97.757305,propagated,low,0,,LZ_WEST,138.0,,,NORTHWES
SCHRD,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
SCHRODS,28.822346,-97.223969,osm,medium,83.6,Schroeder Substation,LZ_SOUTH,69.0,,515061675,
SCHULE,30.479567,-97.781526,propagated,low,0,,LZ_SOUTH,138.0,,,JOLLYVIL
SCHUMA,30.509782,-98.20608,propagated,low,0,,LZ_SOUTH,138.0,,,FLATRO
SCHWRTNR,33.543862,-100.897118,propagated,low,0,,LZ_NORTH,69.0,,,ESPULA9
SCIMCRZC,31.332883,-103.498425,propagated,low,0,,LZ_WEST,138.0,,,SADLBACK
SCIMITAR,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
SCIMORXC,27.827464,-97.524699,propagated,low,0,,LZ_WEST,138.0,,,KOCH_UP
SCIMPECB,31.35612,-103.33454,propagated,low,0,,LZ_WEST,138.0,,,WORSHAM
SCK,32.524018,-99.822569,propagated,low,0,,LZ_WEST,138.0,,,MULBERRY
SCL,29.57981,-98.408528,propagated,low,0,,LZ_WEST,138.0,,,SKYLINE
SCLFP,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
SCLPCOGN,29.271,-98.456,propagated,low,0,,LZ_HOUSTON,138.0,,,BEXAR_ES
SCOSW,32.863769,-100.975128,propagated,low,0,,LZ_WEST,345.0,,,DMTSW
SCOTT,32.449338,-100.075103,osm,high,100,Scott Substation,LZ_WEST,69.0,,491192829,
SCPOI,29.271,-98.456,propagated,low,0,,LZ_WEST,138.0,,,BEXAR_ES
SCR,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
SCRCV,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
SCRSW,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,345.0,,,PEGAS
SCSES,35.91254,-97.604869,propagated,low,0,,LZ_NORTH,345.0,,,CRSCN
SCSFE,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
SCTLD,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
SCURRYSW,32.871207,-100.974935,osm,high,92.9,Scurry Switching Station,LZ_WEST,138.0,,467959341,
SCURY,32.627427,-101.050294,osm,high,97.3,Scurry Substation,LZ_WEST,69.0,,467959254,
SCURY_RC,26.5575,-99.1642,propagated,low,0,,LZ_NORTH,138.0,,,FALCON
SCW,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
SCYEN,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
SD,30.752638,-95.225219,propagated,low,0,,LZ_HOUSTON,138.0,,,PT
SDIBUFFA,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,345.0,,,
SDMSW,33.048156,-97.034996,propagated,low,0,,LZ_NORTH,345.0,,,WEAST
SDN,29.271,-98.456,propagated,low,0,,LZ_HOUSTON,345.0,,,BEXAR_ES
SDSES,26.22939,-98.008742,propagated,low,0,,LZ_SOUTH,138.0,,,WESLACO
SDY,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
SDYSW,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,345.0,,,AZLES
SE,26.287936,-98.145074,osm,medium,91.4,Southeast Edinburg Substation,LZ_SOUTH,138.0,,513155609,
SEA,29.379407,-94.953306,propagated,low,0,,LZ_NORTH,69.0,,,INTRCITY
SEADRFTC,28.416625,-96.6678,osm,medium,89.8,Seadrift Substation,LZ_SOUTH,138.0,,515589455,
SEADRIFT,28.513929,-96.794154,eia860,medium,87.0,Seadrift Coke LP,LZ_SOUTH,69.0,10167,,
SEAHOLM,30.266856,-97.751321,osm,high,100,Seaholm Substation,LZ_SOUTH,138.0,,206121323,
SEAWALL,27.899861,-97.145377,osm,high,100,Seawall Substation,LZ_SOUTH,69.0,,514740438,
SEAWAY,30.156031,-95.926421,osm,high,100,Seaway Substation,LZ_SOUTH,138.0,,582229084,
SEB,28.509207,-99.873765,propagated,low,0,,LZ_HOUSTON,345.0,,,DIMMIT
SECO,29.436429,-99.238437,osm,high,100,Seco Substation,LZ_SOUTH,138.0,,426449797,
SEGOVI,30.409877,-99.651836,osm,high,98.4,Segovia Substation,LZ_SOUTH,69.0,,339685277,
SEGUIN,29.594397,-97.956333,osm,high,100,Seguin Substation,LZ_SOUTH,138.0,,196122554,
SEGUWE,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES
SEMINOLE,29.468402,-95.178762,osm,high,100,Seminole Substation,LZ_HOUSTON,138.0,,338758527,
SENATEWD,33.221074,-96.917938,propagated,low,0,,LZ_WEST,345.0,,,NAVO
SEP,33.221074,-96.917938,propagated,low,0,,LZ_HOUSTON,138.0,,,NAVO
SETTLE,33.221074,-96.917938,propagated,low,0,,LZ_SOUTH,138.0,,,NAVO
SEVEN,35.874085,-94.970001,osm,medium,85.5,Seven Clans Substation,LZ_NORTH,138.0,,1151666224,
SEVNF_ES,30.479567,-97.781526,propagated,low,0,,LZ_SOUTH,138.0,,,JOLLYVIL
SEWAJU,29.233882,-95.187062,propagated,low,0,,LZ_SOUTH,138.0,,,AMOCOOIL
SE_EDINB,26.287936,-98.145074,osm,high,97.3,Southeast Edinburg Substation,LZ_SOUTH,138.0,,513155609,
SF,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
SFAMO,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
SFIELD,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
SFILT,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
SFTLK,30.464605,-97.757305,propagated,low,0,,LZ_WEST,138.0,,,NORTHWES
SFTPE,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
SGAL_BES,29.379685,-94.934663,propagated,low,0,,LZ_WEST,138.0,,,GRNBELT
SGMTN,30.691204,-96.394546,propagated,low,0,,LZ_WEST,69.0,,,N_SHARPE
SGOVL,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT
SGRAS,30.464605,-97.757305,propagated,low,0,,LZ_WEST,138.0,,,NORTHWES
SGRSW,33.048156,-97.034996,propagated,low,0,,LZ_NORTH,345.0,,,WEAST
SGSA,34.085583,-99.145718,propagated,low,0,,LZ_WEST,138.0,,,RILEY
SGSUB,26.523692,-98.745522,propagated,low,0,,LZ_NORTH,138.0,,,MESTENO
SGVSW,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,345.0,,,EULES
SH,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
SHADGL,28.695175,-98.540023,propagated,low,0,,LZ_SOUTH,138.0,,,CROSSWI
SHADYGRV,33.543862,-100.897118,propagated,low,0,,LZ_NORTH,69.0,,,ESPULA9
SHADY_LN,26.220961,-98.396701,propagated,low,0,,LZ_NORTH,69.0,,,BATES
SHAF,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
SHAFFER,26.941667,-97.6425,propagated,low,0,,LZ_SOUTH,345.0,,,STELLA
SHALL,32.128234,-101.818895,propagated,low,0,,LZ_NORTH,138.0,,,TRIANGLE
SHAMP,32.359958,-99.754836,osm,medium,87.4,Sharp Substation,LZ_NORTH,138.0,,491192978,
SHAMROCK,30.936,-101.607,eia860,high,100.0,Shamrock Wind,LZ_WEST,345.0,66540,,
SHANNON,33.509722,-98.360833,eia860,high,100.0,Shannon Wind,LZ_WEST,69.0,59034,,
SHANNONW,33.509722,-98.360833,eia860,high,94.6,Shannon Wind,LZ_WEST,345.0,59034,,
SHARYLND,26.20327,-98.284285,osm,high,100.0,Sharyland Substation,LZ_SOUTH,138.0,,512936557,
SHAW_SLR,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES
SHBA,31.593316,-100.178079,propagated,low,0,,LZ_WEST,69.0,,,MILES
SHBSW,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,345.0,,,EULES
SHDYG,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
SHEEPCRK,35.093889,-101.326111,propagated,low,0,,LZ_NORTH,345.0,,,GOODNIT1
SHEFFIEL,30.725084,-101.815452,osm,high,100.0,Sheffield Substation,LZ_WEST,69.0,,496524793,
SHELBY,29.233882,-95.187062,propagated,low,0,,LZ_NORTH,138.0,,,AMOCOOIL
SHELLLON,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
SHELLMES,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
SHELLPOW,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
